3894,Straiton,British Columbia,57:06.8,57:06.8
3895,Strathcona,British Columbia,57:06.8,57:06.8
3896,Strathcona Lodge,British Columbia,57:06.8,57:06.8
3897,Strathnaver,British Columbia,57:06.8,57:06.8
3898,Strawberry Hill,British Columbia,57:06.8,57:06.8
3899,Strawberry Vale,British Columbia,57:06.8,57:06.8
3900,Streatham,British Columbia,57:06.8,57:06.8
3901,Stuart Island,British Columbia,57:06.8,57:06.8
3902,Stuie,British Columbia,57:06.8,57:06.8
3903,Stump Lake,British Columbia,57:06.8,57:06.8
3904,Sturdies Bay,British Columbia,57:06.8,57:06.8
3905,Sugarcane,British Columbia,57:06.8,57:06.8
3906,Sullivan,British Columbia,57:06.8,57:06.8
3907,Sullivan Bay,British Columbia,57:06.8,57:06.8
3908,Sullivan Heights,British Columbia,57:06.8,57:06.8
3909,Summerland,British Columbia,57:06.8,57:06.8
3910,Summit Lake,British Columbia,57:06.8,57:06.8
3911,Summit Lake,British Columbia,57:06.8,57:06.8
3912,Summit Lake,British Columbia,57:06.8,57:06.8
3913,Sunbury,British Columbia,57:06.8,57:06.8
3914,Suncrest,British Columbia,57:06.8,57:06.8
3915,Sundance,British Columbia,57:06.8,57:06.8
3916,Sunningdale,British Columbia,57:06.8,57:06.8
3917,Sunnybrae,British Columbia,57:06.8,57:06.8
3918,Sunnyside,British Columbia,57:06.8,57:06.8
3919,Sunnyside,British Columbia,57:06.8,57:06.8
3920,Sun Peaks,British Columbia,57:06.8,57:06.8
3921,Sunrise Valley,British Columbia,57:06.8,57:06.8
3922,Sunset,British Columbia,57:06.8,57:06.8
3923,Sunset Beach,British Columbia,57:06.8,57:06.8
3924,Sunset Prairie,British Columbia,57:06.8,57:06.8
3925,Sunshine,British Columbia,57:06.8,57:06.8
3926,Sunshine Bay,British Columbia,57:06.8,57:06.8
3927,Sunshine Hills,British Columbia,57:06.8,57:06.8
3928,Sunshine Valley,British Columbia,57:06.8,57:06.8
3929,Sun Valley,British Columbia,57:06.8,57:06.8
3930,Suquash,British Columbia,57:06.8,57:06.8
3931,Surge Narrows,British Columbia,57:06.8,57:06.8
3932,Surprise,British Columbia,57:06.8,57:06.8
3933,Surrey,British Columbia,57:06.8,57:06.8
3934,Surrey Centre,British Columbia,57:06.8,57:06.8
3935,Swansea,British Columbia,57:06.8,57:06.8
3936,Swartz Bay,British Columbia,57:06.8,57:06.8
3937,Sweetsbridge,British Columbia,57:06.8,57:06.8
3938,Sweetwater,British Columbia,57:06.8,57:06.8
3939,Swift,British Columbia,57:06.8,57:06.8
3940,Swiftwater,British Columbia,57:06.8,57:06.8
3941,Tabor,British Columbia,57:06.8,57:06.8
3942,Tacheeda,British Columbia,57:06.8,57:06.8
3943,Tachie,British Columbia,57:06.8,57:06.8
3944,Tadanac,British Columbia,57:06.8,57:06.8
3945,Taft,British Columbia,57:06.8,57:06.8
3946,Taghum,British Columbia,57:06.8,57:06.8
3947,Tahltan,British Columbia,57:06.8,57:06.8
3948,Tahsis,British Columbia,57:06.8,57:06.8
3949,Takla Landing,British Columbia,57:06.8,57:06.8
3950,Taku,British Columbia,57:06.8,57:06.8
3951,Takysie Lake,British Columbia,57:06.8,57:06.8
3952,Tallheo,British Columbia,57:06.8,57:06.8
3953,Tamarack,British Columbia,57:06.8,57:06.8
3954,Tamarisk,British Columbia,57:06.8,57:06.8
3955,Tanu,British Columbia,57:06.8,57:06.8
3956,Tappen,British Columbia,57:06.8,57:06.8
3957,Tarrys,British Columbia,57:06.8,57:06.8
3958,Ta:shiis,British Columbia,57:06.8,57:06.8
3959,Tasu,British Columbia,57:06.8,57:06.8
3960,Ta Ta Creek,British Columbia,57:06.8,57:06.8
3961,Tatalrose,British Columbia,57:06.8,57:06.8
3962,Tatla Lake,British Columbia,57:06.8,57:06.8
3963,Tatlayoko Lake,British Columbia,57:06.8,57:06.8
3964,Tatlow,British Columbia,57:06.8,57:06.8
3965,Tatogga,British Columbia,57:06.8,57:06.8
3966,Tatton,British Columbia,57:06.8,57:06.8
3967,Taverna,British Columbia,57:06.8,57:06.8
3968,Taylor,British Columbia,57:06.8,57:06.8
3969,Tchesinkut Lake,British Columbia,57:06.8,57:06.8
3970,Teakerne Arm,British Columbia,57:06.8,57:06.8
3971,Teko,British Columbia,57:06.8,57:06.8
3972,Telachick,British Columbia,57:06.8,57:06.8
3973,Telegraph Cove,British Columbia,57:06.8,57:06.8
3974,Telegraph Creek,British Columbia,57:06.8,57:06.8
3975,Telkwa,British Columbia,57:06.8,57:06.8
3976,Ten Mile Lake,British Columbia,57:06.8,57:06.8
3977,Terrace,British Columbia,57:06.8,57:06.8
3978,Tetachuk,British Columbia,57:06.8,57:06.8
3979,Tête Jaune,British Columbia,57:06.8,57:06.8
3980,Tête Jaune Cache,British Columbia,57:06.8,57:06.8
3981,Theodosia Arm,British Columbia,57:06.8,57:06.8
3982,Thetis Island,British Columbia,57:06.8,57:06.8
3983,Thompson,British Columbia,57:06.8,57:06.8
3984,Thompson,British Columbia,57:06.8,57:06.8
3985,Thompson Sound,British Columbia,57:06.8,57:06.8
3986,Thornhill,British Columbia,57:06.8,57:06.8
3987,Thornton Yard,British Columbia,57:06.8,57:06.8
3988,Three Forks,British Columbia,57:06.8,57:06.8
3989,Three Valley,British Columbia,57:06.8,57:06.8
3990,Thrums,British Columbia,57:06.8,57:06.8
3991,Thunderbird,British Columbia,57:06.8,57:06.8
3992,Thunder River,British Columbia,57:06.8,57:06.8
3993,Thurlow,British Columbia,57:06.8,57:06.8
3994,Thurston Harbour,British Columbia,57:06.8,57:06.8
3995,Thwaytes,British Columbia,57:06.8,57:06.8
3996,Tibbets,British Columbia,57:06.8,57:06.8
3997,Tiili Landing,British Columbia,57:06.8,57:06.8
3998,Tilbury,British Columbia,57:06.8,57:06.8
3999,Tillicum,British Columbia,57:06.8,57:06.8
4000,Tintagel,British Columbia,57:06.8,57:06.8
4001,Tipella,British Columbia,57:06.8,57:06.8
4002,Tisdall,British Columbia,57:06.8,57:06.8
4003,Tl'aaniiwa'a,British Columbia,57:06.8,57:06.8
4004,Tlakmaqis,British Columbia,57:06.8,57:06.8
4005,Tlell,British Columbia,57:06.8,57:06.8
4006,Tl'isnachis,British Columbia,57:06.8,57:06.8
4007,Tl'itsnit,British Columbia,57:06.8,57:06.8
4008,Tloohat-a,British Columbia,57:06.8,57:06.8
4009,Toad River,British Columbia,57:06.8,57:06.8
4010,Tobiano,British Columbia,57:06.8,57:06.8
4011,Toby Creek,British Columbia,57:06.8,57:06.8
4012,Tochty,British Columbia,57:06.8,57:06.8
4013,Tofino,British Columbia,57:06.8,57:06.8
4014,Toketic,British Columbia,57:06.8,57:06.8
4015,Tomslake,British Columbia,57:06.8,57:06.8
4016,Topley,British Columbia,57:06.8,57:06.8
4017,Topley Landing,British Columbia,57:06.8,57:06.8
4018,Torrent,British Columbia,57:06.8,57:06.8
4019,Towdystan,British Columbia,57:06.8,57:06.8
4020,Tower Lake,British Columbia,57:06.8,57:06.8
4021,Townsend,British Columbia,57:06.8,57:06.8
4022,Traders Cove,British Columbia,57:06.8,57:06.8
4023,Trafalgar,British Columbia,57:06.8,57:06.8
4024,Trail,British Columbia,57:06.8,57:06.8
4025,Tranquille,British Columbia,57:06.8,57:06.8
4026,Tremblay,British Columbia,57:06.8,57:06.8
4027,Trembleur,British Columbia,57:06.8,57:06.8
4028,Trépanier,British Columbia,57:06.8,57:06.8
4029,Trinity Valley,British Columbia,57:06.8,57:06.8
4030,Troup,British Columbia,57:06.8,57:06.8
4031,Trout Creek,British Columbia,57:06.8,57:06.8
4032,Trout Lake,British Columbia,57:06.8,57:06.8
4033,Trutch,British Columbia,57:06.8,57:06.8
4034,Tsawwassen,British Columbia,57:06.8,57:06.8
4035,Tsawwassen Beach,British Columbia,57:06.8,57:06.8
4036,Ts'axq'oo-is,British Columbia,57:06.8,57:06.8
4037,Tsay Keh Dene,British Columbia,57:06.8,57:06.8
4038,Ts'iispoo-a,British Columbia,57:06.8,57:06.8
4039,Tucks,British Columbia,57:06.8,57:06.8
4040,Tulameen,British Columbia,57:06.8,57:06.8
4041,Tulsequah,British Columbia,57:06.8,57:06.8
4042,Tumbler Ridge,British Columbia,57:06.8,57:06.8
4043,Tupper,British Columbia,57:06.8,57:06.8
4044,Turtle Valley,British Columbia,57:06.8,57:06.8
4045,Tuwanek,British Columbia,57:06.8,57:06.8
4046,Twidwell Bend,British Columbia,57:06.8,57:06.8
4047,Twin Butte,British Columbia,57:06.8,57:06.8
4048,Twin Creeks,British Columbia,57:06.8,57:06.8
4049,Twin Islands,British Columbia,57:06.8,57:06.8
4050,Two Mile,British Columbia,57:06.8,57:06.8
4051,Two Rivers,British Columbia,57:06.8,57:06.8
4052,Tye,British Columbia,57:06.8,57:06.8
4053,Tyee,British Columbia,57:06.8,57:06.8
4054,Tynehead,British Columbia,57:06.8,57:06.8
4055,Tzouhalem,British Columbia,57:06.8,57:06.8
4056,Ucluelet,British Columbia,57:06.8,57:06.8
4057,Ulkatcho,British Columbia,57:06.8,57:06.8
4058,Union Bay,British Columbia,57:06.8,57:06.8
4059,University Hill,British Columbia,57:06.8,57:06.8
4060,Upper China Creek,British Columbia,57:06.8,57:06.8
4061,Upper Cutbank,British Columbia,57:06.8,57:06.8
4062,Upper Fraser,British Columbia,57:06.8,57:06.8
4063,Upper Halfway,British Columbia,57:06.8,57:06.8
4064,Upper Lynn,British Columbia,57:06.8,57:06.8
4065,Upsowis,British Columbia,57:06.8,57:06.8
4066,Urling,British Columbia,57:06.8,57:06.8
4067,Urquhart,British Columbia,57:06.8,57:06.8
4068,Usk,British Columbia,57:06.8,57:06.8
4069,Uuts,British Columbia,57:06.8,57:06.8
4070,Valemount,British Columbia,57:06.8,57:06.8
4071,Valleycliffe,British Columbia,57:06.8,57:06.8
4072,Valleyview,British Columbia,57:06.8,57:06.8
4073,Valley View,British Columbia,57:06.8,57:06.8
4074,Vallican,British Columbia,57:06.8,57:06.8
4075,Van Anda,British Columbia,57:06.8,57:06.8
4076,Vancouver,British Columbia,57:06.8,57:06.8
4077,Vanderhoof,British Columbia,57:06.8,57:06.8
4078,Vanway,British Columbia,57:06.8,57:06.8
4079,Vaucroft Beach,British Columbia,57:06.8,57:06.8
4080,Vavenby,British Columbia,57:06.8,57:06.8
4081,Vedder Crossing,British Columbia,57:06.8,57:06.8
4082,Vermilion Crossing,British Columbia,57:06.8,57:06.8
4083,Vernon,British Columbia,57:06.8,57:06.8
4084,Vesuvius,British Columbia,57:06.8,57:06.8
4085,Victoria,British Columbia,57:06.8,57:06.8
4086,Victoria-Fraserview,British Columbia,57:06.8,57:06.8
4087,Vidette,British Columbia,57:06.8,57:06.8
4088,View Royal,British Columbia,57:06.8,57:06.8
4089,Village Bay,British Columbia,57:06.8,57:06.8
4090,Village of Queen Charlotte,British Columbia,57:06.8,57:06.8
4091,Vinsulla,British Columbia,57:06.8,57:06.8
4092,Von Zuben,British Columbia,57:06.8,57:06.8
4093,Vye,British Columbia,57:06.8,57:06.8
4094,W'aayi,British Columbia,57:06.8,57:06.8
4095,Wabi,British Columbia,57:06.8,57:06.8
4096,Wabron,British Columbia,57:06.8,57:06.8
4097,Wadhams,British Columbia,57:06.8,57:06.8
4098,Waglisla,British Columbia,57:06.8,57:06.8
4099,Wagner Ranch,British Columbia,57:06.8,57:06.8
4100,Wakely,British Columbia,57:06.8,57:06.8
4101,Walhachin,British Columbia,57:06.8,57:06.8
4102,Walker,British Columbia,57:06.8,57:06.8
4103,Walkers,British Columbia,57:06.8,57:06.8
4104,Walnut Grove,British Columbia,57:06.8,57:06.8
4105,Waneta,British Columbia,57:06.8,57:06.8
4106,Waneta Junction,British Columbia,57:06.8,57:06.8
4107,Wanklyn,British Columbia,57:06.8,57:06.8
4108,Wardner,British Columbia,57:06.8,57:06.8
4109,Ware,British Columbia,57:06.8,57:06.8
4110,Warfield,British Columbia,57:06.8,57:06.8
4111,Warner Bay,British Columbia,57:06.8,57:06.8
4112,Wasa,British Columbia,57:06.8,57:06.8
4113,Watson,British Columbia,57:06.8,57:06.8
4114,Watson Island,British Columbia,57:06.8,57:06.8
4115,Websters Corners,British Columbia,57:06.8,57:06.8
4116,Wedeene,British Columbia,57:06.8,57:06.8
4117,Wedge,British Columbia,57:06.8,57:06.8
4118,Wedgwood,British Columbia,57:06.8,57:06.8
4119,Weewanie,British Columbia,57:06.8,57:06.8
4120,Welcome Beach,British Columbia,57:06.8,57:06.8
4121,Wellington,British Columbia,57:06.8,57:06.8
4122,Wells,British Columbia,57:06.8,57:06.8
4123,Weneez,British Columbia,57:06.8,57:06.8
4124,Westbank,British Columbia,57:06.8,57:06.8
4125,West Bay,British Columbia,57:06.8,57:06.8
4126,West Bench,British Columbia,57:06.8,57:06.8
4127,Westbridge,British Columbia,57:06.8,57:06.8
4128,West End,British Columbia,57:06.8,57:06.8
4129,West Heights,British Columbia,57:06.8,57:06.8
4130,Westholme,British Columbia,57:06.8,57:06.8
4131,West Landing,British Columbia,57:06.8,57:06.8
4132,Westley,British Columbia,57:06.8,57:06.8
4133,West Lynn,British Columbia,57:06.8,57:06.8
4134,West Midway,British Columbia,57:06.8,57:06.8
4135,Westmount,British Columbia,57:06.8,57:06.8
4136,Westply,British Columbia,57:06.8,57:06.8
4137,West Point Grey,British Columbia,57:06.8,57:06.8
4138,Westridge,British Columbia,57:06.8,57:06.8
4139,Westside,British Columbia,57:06.8,57:06.8
4140,Westsyde,British Columbia,57:06.8,57:06.8
4141,West Trail,British Columbia,57:06.8,57:06.8
4142,West Vancouver,British Columbia,57:06.8,57:06.8
4143,Westview,British Columbia,57:06.8,57:06.8
4144,Westwold,British Columbia,57:06.8,57:06.8
4145,Wet'suwet'en Village,British Columbia,57:06.8,57:06.8
4146,Whaletown,British Columbia,57:06.8,57:06.8
4147,Whalley,British Columbia,57:06.8,57:06.8
4148,Whisky Creek,British Columbia,57:06.8,57:06.8
4149,Whistler,British Columbia,57:06.8,57:06.8
4150,Whistler Creek,British Columbia,57:06.8,57:06.8
4151,White Lake,British Columbia,57:06.8,57:06.8
4152,White Pass,British Columbia,57:06.8,57:06.8
4153,White Rock,British Columbia,57:06.8,57:06.8
4154,Whonnock,British Columbia,57:06.8,57:06.8
4155,Whyac,British Columbia,57:06.8,57:06.8
4156,Whytecliff,British Columbia,57:06.8,57:06.8
4157,Wigwam Inn,British Columbia,57:06.8,57:06.8
4158,Wihat'a,British Columbia,57:06.8,57:06.8
4159,Wii Lax K'ap,British Columbia,57:06.8,57:06.8
4160,Wildwood,British Columbia,57:06.8,57:06.8
4161,Wiley,British Columbia,57:06.8,57:06.8
4162,Williams Beach,British Columbia,57:06.8,57:06.8
4163,Williams Lake,British Columbia,57:06.8,57:06.8
4164,Williams Landing,British Columbia,57:06.8,57:06.8
4165,Williamsons Landing,British Columbia,57:06.8,57:06.8
4166,Willingdon Heights,British Columbia,57:06.8,57:06.8
4167,Willowbrook,British Columbia,57:06.8,57:06.8
4168,Willowbrook,British Columbia,57:06.8,57:06.8
4169,Willow Point,British Columbia,57:06.8,57:06.8
4170,Willow River,British Columbia,57:06.8,57:06.8
4171,Willowvale,British Columbia,57:06.8,57:06.8
4172,Willow Valley,British Columbia,57:06.8,57:06.8
4173,Wilmer,British Columbia,57:06.8,57:06.8
4174,Wilson Creek,British Columbia,57:06.8,57:06.8
4175,Wilson Landing,British Columbia,57:06.8,57:06.8
4176,Windermere,British Columbia,57:06.8,57:06.8
4177,Windsor Park,British Columbia,57:06.8,57:06.8
4178,Windy,British Columbia,57:06.8,57:06.8
4179,Winfield,British Columbia,57:06.8,57:06.8
4180,Wingdam,British Columbia,57:06.8,57:06.8
4181,Winlaw,British Columbia,57:06.8,57:06.8
4182,Winter Harbour,British Columbia,57:06.8,57:06.8
4183,Wistaria,British Columbia,57:06.8,57:06.8
4184,Wolfenden,British Columbia,57:06.8,57:06.8
4185,Wolverine,British Columbia,57:06.8,57:06.8
4186,Wonowon,British Columbia,57:06.8,57:06.8
4187,Woodcock,British Columbia,57:06.8,57:06.8
4188,Woodfibre,British Columbia,57:06.8,57:06.8
4189,Woodhaven,British Columbia,57:06.8,57:06.8
4190,Woodlands,British Columbia,57:06.8,57:06.8
4191,Woodmere,British Columbia,57:06.8,57:06.8
4192,Woodpecker,British Columbia,57:06.8,57:06.8
4193,Woodsdale,British Columbia,57:06.8,57:06.8
4194,Woods Landing,British Columbia,57:06.8,57:06.8
4195,Woodwards Landing,British Columbia,57:06.8,57:06.8
4196,Worth,British Columbia,57:06.8,57:06.8
4197,Woss,British Columbia,57:06.8,57:06.8
4198,Wright,British Columbia,57:06.8,57:06.8
4199,Wycliffe,British Columbia,57:06.8,57:06.8
4200,Wyman,British Columbia,57:06.8,57:06.8
4201,Wynndel,British Columbia,57:06.8,57:06.8
4202,Yaashitquo-a,British Columbia,57:06.8,57:06.8
4203,Yaculta,British Columbia,57:06.8,57:06.8
4204,Yahk,British Columbia,57:06.8,57:06.8
4205,Ya:kats,British Columbia,57:06.8,57:06.8
4206,Yaku,British Columbia,57:06.8,57:06.8
4207,Yale,British Columbia,57:06.8,57:06.8
4208,Yankee Flats,British Columbia,57:06.8,57:06.8
4209,Yarksis,British Columbia,57:06.8,57:06.8
4210,Yarrow,British Columbia,57:06.8,57:06.8
4211,Yekooche,British Columbia,57:06.8,57:06.8
4212,Yellowhead,British Columbia,57:06.8,57:06.8
4213,Yennadon,British Columbia,57:06.8,57:06.8
4214,Ymir,British Columbia,57:06.8,57:06.8
4215,Yoho,British Columbia,57:06.8,57:06.8
4216,Youbou,British Columbia,57:06.8,57:06.8
4217,Yreka,British Columbia,57:06.8,57:06.8
4218,Yuquot,British Columbia,57:06.8,57:06.8
4219,Yuuhluth,British Columbia,57:06.8,57:06.8
4220,Zamora,British Columbia,57:06.8,57:06.8
4221,Zeballos,British Columbia,57:06.8,57:06.8
4222,Zeke,British Columbia,57:06.8,57:06.8
4223,Zincton,British Columbia,57:06.8,57:06.8
4224,Aghaming,Manitoba,57:06.8,57:06.8
4225,Albert Beach (Plage Albert),Manitoba,57:06.8,57:06.8
4226,Alexander,Manitoba,57:06.8,57:06.8
4227,Algar,Manitoba,57:06.8,57:06.8
4228,Algonquin Park,Manitoba,57:06.8,57:06.8
4229,Allegra,Manitoba,57:06.8,57:06.8
4230,All Seasons Estates,Manitoba,57:06.8,57:06.8
4231,Almdals Cove,Manitoba,57:06.8,57:06.8
4232,Alonsa,Manitoba,57:06.8,57:06.8
4233,Alpine,Manitoba,57:06.8,57:06.8
4234,Altamont,Manitoba,57:06.8,57:06.8
4235,Altbergthal,Manitoba,57:06.8,57:06.8
4236,Altona,Manitoba,57:06.8,57:06.8
4237,Amaranth,Manitoba,57:06.8,57:06.8
4238,Ameer,Manitoba,57:06.8,57:06.8
4239,Amery,Manitoba,57:06.8,57:06.8
4240,Angusville,Manitoba,57:06.8,57:06.8
4241,Anola,Manitoba,57:06.8,57:06.8
4242,Arbakka,Manitoba,57:06.8,57:06.8
4243,Arborg,Manitoba,57:06.8,57:06.8
4244,Arden,Manitoba,57:06.8,57:06.8
4245,Argue,Manitoba,57:06.8,57:06.8
4246,Argyle,Manitoba,57:06.8,57:06.8
4247,Arizona,Manitoba,57:06.8,57:06.8
4248,Armstrongs Point,Manitoba,57:06.8,57:06.8
4249,Arnaud,Manitoba,57:06.8,57:06.8
4250,Arnes,Manitoba,57:06.8,57:06.8
4251,Arnot,Manitoba,57:06.8,57:06.8
4252,Arrow River,Manitoba,57:06.8,57:06.8
4253,Asham Point,Manitoba,57:06.8,57:06.8
4254,Ashbury,Manitoba,57:06.8,57:06.8
4255,Ashern,Manitoba,57:06.8,57:06.8
4256,Ashville,Manitoba,57:06.8,57:06.8
4257,Asinkaanumevatt,Manitoba,57:06.8,57:06.8
4258,Askikkapit,Manitoba,57:06.8,57:06.8
4259,Aspen Park,Manitoba,57:06.8,57:06.8
4260,Assineweetasataypawin,Manitoba,57:06.8,57:06.8
4261,Assiniboia,Manitoba,57:06.8,57:06.8
4262,Assiniboine Gardens,Manitoba,57:06.8,57:06.8
4263,Assiniview Park,Manitoba,57:06.8,57:06.8
4264,Athapap,Manitoba,57:06.8,57:06.8
4265,Atik,Manitoba,57:06.8,57:06.8
4266,Atikameg Lake,Manitoba,57:06.8,57:06.8
4267,Aubigny,Manitoba,57:06.8,57:06.8
4268,Austin,Manitoba,57:06.8,57:06.8
4269,Aweme,Manitoba,57:06.8,57:06.8
4270,Babcock,Manitoba,57:06.8,57:06.8
4271,Back,Manitoba,57:06.8,57:06.8
4272,Bacon Ridge,Manitoba,57:06.8,57:06.8
4273,Baden,Manitoba,57:06.8,57:06.8
4274,Badger,Manitoba,57:06.8,57:06.8
4275,Bagot,Manitoba,57:06.8,57:06.8
4276,Bakers Narrows,Manitoba,57:06.8,57:06.8
4277,Balaton Beach,Manitoba,57:06.8,57:06.8
4278,Baldur,Manitoba,57:06.8,57:06.8
4279,Baldy,Manitoba,57:06.8,57:06.8
4280,Balmoral,Manitoba,57:06.8,57:06.8
4281,Balmy Beach,Manitoba,57:06.8,57:06.8
4282,Balsam Bay,Manitoba,57:06.8,57:06.8
4283,Balsam Harbour,Manitoba,57:06.8,57:06.8
4284,Baragar,Manitoba,57:06.8,57:06.8
4285,Barkfield,Manitoba,57:06.8,57:06.8
4286,Barnsley,Manitoba,57:06.8,57:06.8
4287,Barrier Bay,Manitoba,57:06.8,57:06.8
4288,Barrows,Manitoba,57:06.8,57:06.8
4289,Basswood,Manitoba,57:06.8,57:06.8
4290,Bayend,Manitoba,57:06.8,57:06.8
4291,Baynham,Manitoba,57:06.8,57:06.8
4292,Bay Shore Heights,Manitoba,57:06.8,57:06.8
4293,Beach Junction,Manitoba,57:06.8,57:06.8
4294,Beaconia,Manitoba,57:06.8,57:06.8
4295,Beaudry,Manitoba,57:06.8,57:06.8
4296,Beaumont,Manitoba,57:06.8,57:06.8
4297,Beausejour,Manitoba,57:06.8,57:06.8
4298,Beaver,Manitoba,57:06.8,57:06.8
4299,Beaver Creek,Manitoba,57:06.8,57:06.8
4300,Bede,Manitoba,57:06.8,57:06.8
4301,Bedford,Manitoba,57:06.8,57:06.8
4302,Bélair,Manitoba,57:06.8,57:06.8
4303,Belcher,Manitoba,57:06.8,57:06.8
4304,Belleview,Manitoba,57:06.8,57:06.8
4305,Bellsite,Manitoba,57:06.8,57:06.8
4306,Belmont,Manitoba,57:06.8,57:06.8
4307,Bénard,Manitoba,57:06.8,57:06.8
4308,Bender,Manitoba,57:06.8,57:06.8
4309,Benito,Manitoba,57:06.8,57:06.8
4310,Benyks Point,Manitoba,57:06.8,57:06.8
4311,Berens River,Manitoba,57:06.8,57:06.8
4312,Beresford,Manitoba,57:06.8,57:06.8
4313,Bergen,Manitoba,57:06.8,57:06.8
4314,Berlo,Manitoba,57:06.8,57:06.8
4315,Bernice,Manitoba,57:06.8,57:06.8
4316,Bernic Lake,Manitoba,57:06.8,57:06.8
4317,Bethany,Manitoba,57:06.8,57:06.8
4318,Betula Lake,Manitoba,57:06.8,57:06.8
4319,Beulah,Manitoba,57:06.8,57:06.8
4320,Bield,Manitoba,57:06.8,57:06.8
4321,Big Black River,Manitoba,57:06.8,57:06.8
4322,Big Island Lake,Manitoba,57:06.8,57:06.8
4323,Big Island Landing,Manitoba,57:06.8,57:06.8
4324,Big Whiteshell Lake,Manitoba,57:06.8,57:06.8
4325,Big Woody,Manitoba,57:06.8,57:06.8
4326,Binney,Manitoba,57:06.8,57:06.8
4327,Binscarth,Manitoba,57:06.8,57:06.8
4328,Birch Bay,Manitoba,57:06.8,57:06.8
4329,Birch River,Manitoba,57:06.8,57:06.8
4330,Birchview,Manitoba,57:06.8,57:06.8
4331,Birchwood,Manitoba,57:06.8,57:06.8
4332,Bird,Manitoba,57:06.8,57:06.8
4333,Birdinia,Manitoba,57:06.8,57:06.8
4334,Bird River,Manitoba,57:06.8,57:06.8
4335,Birds Hill,Manitoba,57:06.8,57:06.8
4336,Birdtail,Manitoba,57:06.8,57:06.8
4337,Birdtail Sioux,Manitoba,57:06.8,57:06.8
4338,Birnie,Manitoba,57:06.8,57:06.8
4339,Birtle,Manitoba,57:06.8,57:06.8
4340,Bissett,Manitoba,57:06.8,57:06.8
4341,Blackdale,Manitoba,57:06.8,57:06.8
4342,Blacks Point,Manitoba,57:06.8,57:06.8
4343,Bloodvein,Manitoba,57:06.8,57:06.8
4344,Bloodvein River,Manitoba,57:06.8,57:06.8
4345,Bloom,Manitoba,57:06.8,57:06.8
4346,Bluff Creek,Manitoba,57:06.8,57:06.8
4347,Blumenfeld,Manitoba,57:06.8,57:06.8
4348,Blumengart,Manitoba,57:06.8,57:06.8
4349,Blumenort,Manitoba,57:06.8,57:06.8
4350,Blumenort South,Manitoba,57:06.8,57:06.8
4351,Boggy Creek,Manitoba,57:06.8,57:06.8
4352,Boissevain,Manitoba,57:06.8,57:06.8
4353,Boundary Park,Manitoba,57:06.8,57:06.8
4354,Bowsman,Manitoba,57:06.8,57:06.8
4355,Boyd,Manitoba,57:06.8,57:06.8
4356,Bradwardine,Manitoba,57:06.8,57:06.8
4357,Braeside,Manitoba,57:06.8,57:06.8
4358,Brainerd,Manitoba,57:06.8,57:06.8
4359,Brandon,Manitoba,57:06.8,57:06.8
4360,Brandon Hills,Manitoba,57:06.8,57:06.8
4361,Brandon North,Manitoba,57:06.8,57:06.8
4362,Breezy Point,Manitoba,57:06.8,57:06.8
4363,Brereton Lake,Manitoba,57:06.8,57:06.8
4364,Brewster Bay,Manitoba,57:06.8,57:06.8
4365,Bridgar,Manitoba,57:06.8,57:06.8
4366,Briggs Spur,Manitoba,57:06.8,57:06.8
4367,Bright Oaks,Manitoba,57:06.8,57:06.8
4368,Brightstone,Manitoba,57:06.8,57:06.8
4369,Bristol,Manitoba,57:06.8,57:06.8
4370,Broad Valley,Manitoba,57:06.8,57:06.8
4371,Brochet,Manitoba,57:06.8,57:06.8
4372,Brokenhead,Manitoba,57:06.8,57:06.8
4373,Brokenhead Reserve,Manitoba,57:06.8,57:06.8
4374,Bronx,Manitoba,57:06.8,57:06.8
4375,Brookdale,Manitoba,57:06.8,57:06.8
4376,Brookfield,Manitoba,57:06.8,57:06.8
4377,Brooklands,Manitoba,57:06.8,57:06.8
4378,Broomhill,Manitoba,57:06.8,57:06.8
4379,Brown,Manitoba,57:06.8,57:06.8
4380,Bruce Park,Manitoba,57:06.8,57:06.8
4381,Brumlie,Manitoba,57:06.8,57:06.8
4382,Brunkild,Manitoba,57:06.8,57:06.8
4383,Bruxelles,Manitoba,57:06.8,57:06.8
4384,Bryd,Manitoba,57:06.8,57:06.8
4385,Budd,Manitoba,57:06.8,57:06.8
4386,Buffalo Point,Manitoba,57:06.8,57:06.8
4387,Bullhead,Manitoba,57:06.8,57:06.8
4388,Bunclody,Manitoba,57:06.8,57:06.8
4389,Burnside,Manitoba,57:06.8,57:06.8
4390,Butler,Manitoba,57:06.8,57:06.8
4391,Button,Manitoba,57:06.8,57:06.8
4392,Bylot,Manitoba,57:06.8,57:06.8
4393,Cabot,Manitoba,57:06.8,57:06.8
4394,Caddy Lake,Manitoba,57:06.8,57:06.8
4395,Cadurcis,Manitoba,57:06.8,57:06.8
4396,Calders Dock,Manitoba,57:06.8,57:06.8
4397,Caliento,Manitoba,57:06.8,57:06.8
4398,Calrin,Manitoba,57:06.8,57:06.8
4399,Cameron,Manitoba,57:06.8,57:06.8
4400,Camper,Manitoba,57:06.8,57:06.8
4401,Camperville,Manitoba,57:06.8,57:06.8
4402,Camp Morton,Manitoba,57:06.8,57:06.8
4403,Canterbury Park,Manitoba,57:06.8,57:06.8
4404,Carberry,Manitoba,57:06.8,57:06.8
